Marque,Modèle,Année,Kilométrage,Etat,Prix
Mercedes,Classe A,2024,11030.0,Occasion,37499.0
BMW,Série 1,2021,78259.0,Occasion,20099.0
Citroën,C3 Aircross,2022,55540.0,Occasion,16299.0
Peugeot,308 SW,2022,49425.0,Occasion,21999.0
Peugeot,3008,2023,13526.0,Occasion,27699.0
Citroën,C3,2018,110231.0,Occasion,10499.0
Volkswagen,Golf 8,2022,4060.0,Occasion,22999.0
Peugeot,308,2017,109310.0,Occasion,12999.0
Toyota,C-HR,2021,50692.0,Occasion,20999.0
Renault,Captur,2021,19399.0,Occasion,17199.0
Peugeot,208,2023,7090.0,Occasion,15499.0
Renault,Arkana,2021,28477.0,Occasion,23499.0
Renault,Clio 5,2020,85574.0,Occasion,12999.0
Peugeot,2008,2022,21544.0,Occasion,16699.0
Peugeot,5008,2018,95282.0,Occasion,19799.0
Nissan,Qashqai,2020,71336.0,Occasion,18799.0
Citroën,C4,2017,104775.0,Occasion,11299.0
Citroën,C5 Aircross,2023,19185.0,Occasion,21999.0
Renault,Kadjar,2016,101225.0,Occasion,14299.0
Mercedes,Classe A,2024,19798.0,Occasion,37499.0
BMW,Série 1,2023,19486.0,Occasion,25099.0
Citroën,C3 Aircross,2019,74606.0,Occasion,10499.0
Peugeot,308 SW,2021,49985.0,Occasion,18999.0
Peugeot,3008,2020,58916.0,Occasion,19499.0
Citroën,C3,2019,71037.0,Occasion,12799.0
Volkswagen,Golf 8,2023,10.0,Occasion,34299.0
Peugeot,308,2023,24888.0,Occasion,20499.0
Renault,Captur,2017,52998.0,Occasion,12799.0
Peugeot,208,2022,17278.0,Occasion,19999.0
Renault,Clio 5,2023,14146.0,Occasion,16199.0
Peugeot,2008,2018,83420.0,Occasion,10499.0
Peugeot,5008,2019,63797.0,Occasion,18899.0
Nissan,Qashqai,2019,99430.0,Occasion,15499.0
Citroën,C4,2023,24017.0,Occasion,22999.0
Citroën,C5 Aircross,2020,108438.0,Occasion,15299.0
Renault,Kadjar,2020,105900.0,Occasion,15499.0
BMW,Série 1,2023,19786.0,Occasion,29999.0
Mercedes,CLASSE A,2020,71879.0,Occasion,23999.0
Citroën,C3 Aircross,2023,12900.0,Occasion,17999.0
Peugeot,308 SW,2019,45239.0,Occasion,14499.0
Peugeot,3008,2022,21277.0,Occasion,26999.0
Citroën,C3,2021,34155.0,Occasion,12299.0
Volkswagen,Golf 8,2024,18720.0,Occasion,38799.0
Peugeot,308,2024,10327.0,Occasion,27999.0
Renault,Captur,2023,17802.0,Occasion,19199.0
Peugeot,208,2020,40423.0,Occasion,17499.0
Renault,Arkana,2023,19112.0,Occasion,23499.0
Peugeot,2008,2017,53509.0,Occasion,10499.0
Peugeot,5008,2019,111224.0,Occasion,17299.0
Nissan,Qashqai,2019,68135.0,Occasion,18799.0
Citroën,C5 Aircross,2024,5425.0,Occasion,27499.0
Citroën,C4,2023,12364.0,Occasion,22999.0
Renault,Kadjar,2019,71114.0,Occasion,15199.0
BMW,Série 1,2023,28736.0,Occasion,23899.0
Mercedes,Classe A,2021,56220.0,Occasion,23599.0
Citroën,C3 Aircross,2021,14734.0,Occasion,14999.0
Peugeot,308 SW,2020,123367.0,Occasion,12499.0
Peugeot,3008,2019,128330.0,Occasion,15799.0
Citroën,C3,2020,70755.0,Occasion,13799.0
Volkswagen,Golf 8,2024,28650.0,Occasion,37999.0
Peugeot,308,2021,15080.0,Occasion,28799.0
Renault,Captur,2016,115605.0,Occasion,10999.0
Peugeot,208,2020,76045.0,Occasion,12199.0
Renault,Clio 5,2023,13904.0,Occasion,16499.0
Peugeot,2008,2021,47681.0,Occasion,19999.0
Peugeot,5008,2019,61791.0,Occasion,18299.0
Nissan,Qashqai,2019,79856.0,Occasion,16199.0
Citroën,C5 Aircross,2021,47225.0,Occasion,24499.0
Citroën,C4,2022,28734.0,Occasion,16499.0
Renault,Kadjar,2018,91771.0,Occasion,14999.0
BMW,Série 1,2022,34034.0,Occasion,23899.0
Mercedes,Classe A,2019,97767.0,Occasion,20999.0
Citroën,C3 Aircross,2022,61937.0,Occasion,13999.0
Peugeot,308 SW,2021,87624.0,Occasion,17499.0
Peugeot,3008,2021,74980.0,Occasion,14999.0
Citroën,C3,2023,14323.0,Occasion,13399.0
Volkswagen,Golf 8,2020,17285.0,Occasion,21499.0
Peugeot,308,2021,30581.0,Occasion,15299.0
Renault,Captur,2023,22912.0,Occasion,18999.0
Peugeot,208,2017,59193.0,Occasion,9799.0
Peugeot,2008,2018,99561.0,Occasion,10299.0
Peugeot,5008,2018,90232.0,Occasion,16499.0
Nissan,Qashqai,2019,68246.0,Occasion,17999.0
Citroën,C5 Aircross,2024,4577.0,Occasion,28999.0
Citroën,C4,2023,11309.0,Occasion,19399.0
Renault,Kadjar,2019,107522.0,Occasion,13499.0
BMW,Série 1,2019,75413.0,Occasion,16099.0
Citroën,C3 Aircross,2024,12633.0,Occasion,17999.0
Peugeot,308 SW,2019,51744.0,Occasion,18699.0
Peugeot,3008,2017,107616.0,Occasion,13799.0
Citroën,C3,2022,26905.0,Occasion,12999.0
Volkswagen,Golf 8,2021,34075.0,Occasion,21999.0
Peugeot,308,2019,49967.0,Occasion,11299.0
Renault,Captur,2021,25100.0,Occasion,16599.0
Peugeot,208,2023,8502.0,Occasion,20499.0
Renault,Clio 5,2023,34947.0,Occasion,15999.0
Peugeot,2008,2019,36268.0,Occasion,16499.0
Peugeot,5008,2024,3824.0,Occasion,33499.0
Nissan,Qashqai,2021,74901.0,Occasion,18699.0
Citroën,C5 Aircross,2020,52374.0,Occasion,22499.0
Citroën,C4,2023,20835.0,Occasion,17899.0
Renault,Kadjar,2020,130942.0,Occasion,13799.0
BMW,Série 1,2018,94264.0,Occasion,18499.0
Citroën,C3 Aircross,2024,16220.0,Occasion,17999.0
Peugeot,308 SW,2020,126640.0,Occasion,12999.0
Peugeot,3008,2020,73250.0,Occasion,20799.0
Citroën,C3,2023,17688.0,Occasion,15399.0
Volkswagen,Golf 8,2023,23060.0,Occasion,28999.0
Peugeot,308,2019,66605.0,Occasion,15299.0
Renault,Captur,2018,49439.0,Occasion,13999.0
Peugeot,208,2024,15480.0,Occasion,23999.0
Renault,Clio 5,2021,30555.0,Occasion,14499.0
Peugeot,2008,2022,8040.0,Occasion,19499.0
Peugeot,5008,2024,23299.0,Occasion,32699.0
Nissan,Qashqai,2023,36224.0,Occasion,29799.0
Citroën,C5 Aircross,2019,50530.0,Occasion,15999.0
Citroën,C4,2023,6147.0,Occasion,23899.0
Renault,Kadjar,2019,69350.0,Occasion,17299.0
Citroën,C3 Aircross,2020,52711.0,Occasion,12499.0
Peugeot,308 SW,2024,14468.0,Occasion,24399.0
Peugeot,3008,2019,75270.0,Occasion,15999.0
Citroën,C3,2023,14509.0,Occasion,17499.0
Volkswagen,Golf 8,2021,35500.0,Occasion,26399.0
Peugeot,308,2020,49320.0,Occasion,14299.0
Renault,Captur,2021,17931.0,Occasion,16899.0
Peugeot,208,2021,68885.0,Occasion,11999.0
Renault,Clio 5,2023,18980.0,Occasion,15899.0
Peugeot,2008,2020,112965.0,Occasion,15499.0
Peugeot,5008,2024,4545.0,Occasion,32499.0
Nissan,Qashqai,2020,70124.0,Occasion,18099.0
Citroën,C5 Aircross,2024,7165.0,Occasion,27499.0
Citroën,C4,2023,13954.0,Occasion,22399.0
Citroën,C3 Aircross,2020,67738.0,Occasion,14499.0
Peugeot,308 SW,2018,109145.0,Occasion,10499.0
Peugeot,3008,2023,30181.0,Occasion,30499.0
Citroën,C3,2022,45963.0,Occasion,12799.0
Volkswagen,Golf 8,2024,8270.0,Occasion,30999.0
Peugeot,308,2022,28534.0,Occasion,21599.0
Renault,Captur,2017,42531.0,Occasion,12999.0
Peugeot,208,2019,43150.0,Occasion,9999.0
Renault,Clio 5,2019,32718.0,Occasion,15999.0
Peugeot,2008,2023,39105.0,Occasion,19999.0
Peugeot,5008,2024,9855.0,Occasion,31899.0
Nissan,Qashqai,2019,102956.0,Occasion,19199.0
Citroën,C5 Aircross,2021,49613.0,Occasion,21999.0
Citroën,C4,2024,5235.0,Occasion,24999.0
Renault,Kadjar,2016,99182.0,Occasion,12499.0
Citroën,C3 Aircross,2022,60990.0,Occasion,15999.0
Peugeot,308 SW,2024,9600.0,Occasion,24399.0
Peugeot,3008,2016,140811.0,Occasion,10999.0
Citroën,C3,2020,39925.0,Occasion,10999.0
Volkswagen,Golf 8,2021,60488.0,Occasion,22999.0
Peugeot,308,2022,51250.0,Occasion,20499.0
Renault,Captur,2021,20534.0,Occasion,16699.0
Peugeot,208,2021,59300.0,Occasion,13799.0
Renault,Clio 5,2020,81338.0,Occasion,12999.0
Peugeot,2008,2019,62492.0,Occasion,12999.0
Peugeot,5008,2019,59915.0,Occasion,20999.0
Nissan,Qashqai,2019,67947.0,Occasion,18199.0
Citroën,C5 Aircross,2020,60830.0,Occasion,21999.0
Citroën,C4,2024,4664.0,Occasion,20399.0
Renault,Kadjar,2020,62425.0,Occasion,16999.0
Citroën,C3 Aircross,2018,78379.0,Occasion,10999.0
Peugeot,308 SW,2019,120994.0,Occasion,12999.0
Peugeot,3008,2023,16173.0,Occasion,23999.0
Citroën,C3,2023,16125.0,Occasion,13499.0
Volkswagen,Golf 8,2024,22200.0,Occasion,33999.0
Peugeot,308,2020,98777.0,Occasion,14299.0
Renault,Captur,2021,37053.0,Occasion,20999.0
Peugeot,208,2019,35065.0,Occasion,10799.0
Renault,Clio 5,2023,17991.0,Occasion,14699.0
Peugeot,2008,2021,118197.0,Occasion,17499.0
Peugeot,5008,2017,98458.0,Occasion,19299.0
Citroën,C5 Aircross,2021,82610.0,Occasion,21499.0
Citroën,C4,2024,5113.0,Occasion,24999.0
Renault,Kadjar,2019,111357.0,Occasion,13499.0
Citroën,C3 Aircross,2018,98450.0,Occasion,12299.0
Peugeot,308 SW,2024,7610.0,Occasion,24499.0
Peugeot,3008,2024,16627.0,Occasion,33499.0
Citroën,C3,2023,14105.0,Occasion,13499.0
Volkswagen,Golf 8,2021,61923.0,Occasion,22999.0
Peugeot,308,2020,27252.0,Occasion,13999.0
Renault,Captur,2024,21565.0,Occasion,22099.0
Peugeot,208,2017,142416.0,Occasion,9499.0
Renault,Clio 5,2023,10591.0,Occasion,15899.0
Peugeot,2008,2018,52410.0,Occasion,10799.0
Peugeot,5008,2020,51669.0,Occasion,22199.0
Citroën,C5 Aircross,2019,110200.0,Occasion,18799.0
Citroën,C4,2022,29399.0,Occasion,18999.0
Renault,Kadjar,2020,100668.0,Occasion,14799.0
Citroën,C3 Aircross,2024,15494.0,Occasion,17999.0
Peugeot,308 SW,2019,55503.0,Occasion,15799.0
Peugeot,3008,2023,9957.0,Occasion,27899.0
Citroën,C3,2023,15520.0,Occasion,13399.0
Volkswagen,Golf 8,2022,82081.0,Occasion,22499.0
Peugeot,308,2022,38789.0,Occasion,25499.0
Renault,Captur,2024,15742.0,Occasion,22099.0
Peugeot,208,2020,65937.0,Occasion,14999.0
Renault,Clio 5,2020,32076.0,Occasion,12499.0
Peugeot,2008,2021,42441.0,Occasion,19999.0
Peugeot,5008,2019,76746.0,Occasion,18999.0
Citroën,C5 Aircross,2024,5590.0,Occasion,27499.0
Citroën,C4,2022,42659.0,Occasion,15999.0
Renault,Kadjar,2020,95806.0,Occasion,16499.0
Citroën,C3 Aircross,2022,51735.0,Occasion,17199.0
Peugeot,308 SW,2021,71395.0,Occasion,16199.0
Peugeot,3008,2024,13844.0,Occasion,23999.0
Citroën,C3,2023,10035.0,Occasion,15299.0
Volkswagen,Golf 8,2023,17300.0,Occasion,38999.0
Peugeot,308,2019,69005.0,Occasion,12999.0
Renault,Captur,2020,31567.0,Occasion,15699.0
Peugeot,208,2021,39520.0,Occasion,13799.0
Renault,Clio 5,2021,35610.0,Occasion,14499.0
Peugeot,2008,2024,7218.0,Occasion,19499.0
Peugeot,5008,2024,3941.0,Occasion,29499.0
Citroën,C5 Aircross,2019,42980.0,Occasion,15299.0
Citroën,C4,2024,3785.0,Occasion,22999.0
Renault,Kadjar,2019,105893.0,Occasion,14999.0
Citroën,C3 Aircross,2018,84845.0,Occasion,10999.0
Peugeot,308 SW,2019,72714.0,Occasion,15799.0
Peugeot,3008,2023,11505.0,Occasion,26799.0
Citroën,C3,2021,28500.0,Occasion,11999.0
Volkswagen,Golf 8,2023,18260.0,Occasion,37699.0
Peugeot,308,2022,69047.0,Occasion,16999.0
Renault,Captur,2013,28487.0,Occasion,11999.0
Peugeot,208,2023,20519.0,Occasion,18499.0
Renault,Clio 5,2020,34918.0,Occasion,14999.0
Peugeot,2008,2016,62802.0,Occasion,13699.0
Peugeot,5008,2024,3062.0,Occasion,33499.0
Citroën,C5 Aircross,2020,58315.0,Occasion,19499.0
Citroën,C4,2022,22725.0,Occasion,22099.0
Renault,Kadjar,2021,31420.0,Occasion,20799.0
Citroën,C3 Aircross,2024,14318.0,Occasion,17999.0
Peugeot,308 SW,2018,110835.0,Occasion,10499.0
Peugeot,3008,2017,116523.0,Occasion,13299.0
Citroën,C3,2023,16590.0,Occasion,15899.0
Volkswagen,Golf 8,2023,24300.0,Occasion,37499.0
Peugeot,308,2024,8400.0,Occasion,24999.0
Renault,Captur,2022,35336.0,Occasion,21499.0
Peugeot,208,2023,23872.0,Occasion,20099.0
Renault,Clio 5,2021,53616.0,Occasion,13999.0
Peugeot,2008,2023,100.0,Occasion,19999.0
Peugeot,5008,2024,3151.0,Occasion,33499.0
Citroën,C5 Aircross,2021,60185.0,Occasion,23799.0
Renault,Kadjar,2021,46035.0,Occasion,19699.0
Citroën,C3 Aircross,2023,23068.0,Occasion,17999.0
Peugeot,308 SW,2020,57769.0,Occasion,14999.0
Peugeot,3008,2023,13678.0,Occasion,22999.0
Citroën,C3,2023,8772.0,Occasion,15499.0
Volkswagen,Golf 8,2024,26250.0,Occasion,38199.0
Peugeot,308,2022,78680.0,Occasion,23999.0
Renault,Captur,2022,9273.0,Occasion,20999.0
Peugeot,2008,2024,6290.0,Occasion,19999.0
Peugeot,208,2019,85778.0,Occasion,9799.0
Renault,Clio 5,2023,14411.0,Occasion,16499.0
Peugeot,2008,2019,116007.0,Occasion,11299.0
Peugeot,5008,2019,57755.0,Occasion,19999.0
Citroën,C5 Aircross,2019,78068.0,Occasion,18499.0
Citroën,C4,2024,17043.0,Occasion,20999.0
Renault,Kadjar,2021,85180.0,Occasion,16999.0
Citroën,C3 Aircross,2018,72038.0,Occasion,12299.0
Peugeot,308 SW,2019,51800.0,Occasion,14999.0
Peugeot,3008,2020,38293.0,Occasion,23499.0
Citroën,C3,2023,13390.0,Occasion,13999.0
Peugeot,308,2023,29636.0,Occasion,21399.0
Renault,Captur,2023,17300.0,Occasion,17899.0
Peugeot,208,2015,106164.0,Occasion,8799.0
Peugeot,5008,2018,95437.0,Occasion,17799.0
Citroën,C5 Aircross,2019,135150.0,Occasion,14999.0
Citroën,C4,2023,7587.0,Occasion,20399.0
Citroën,C3 Aircross,2019,55487.0,Occasion,11999.0
Peugeot,308 SW,2024,6210.0,Occasion,27999.0
Peugeot,3008,2020,73835.0,Occasion,18499.0
Citroën,C3,2021,59235.0,Occasion,12399.0
Volkswagen,Golf 8,2022,75433.0,Occasion,18499.0
Peugeot,308,2022,35623.0,Occasion,28499.0
Renault,Captur,2021,31444.0,Occasion,21499.0
Peugeot,208,2023,9477.0,Occasion,18399.0
Peugeot,2008,2022,28046.0,Occasion,19999.0
Peugeot,5008,2024,5638.0,Occasion,33299.0
Citroën,C5 Aircross,2020,75464.0,Occasion,18999.0
Citroën,C4,2024,1237.0,Occasion,22999.0
Renault,Kadjar,2017,91910.0,Occasion,11999.0
Citroën,C3 Aircross,2019,49257.0,Occasion,11999.0
Peugeot,3008,2023,21880.0,Occasion,22699.0
Citroën,C3,2021,113487.0,Occasion,11499.0
Volkswagen,Golf 8,2022,21615.0,Occasion,26999.0
Peugeot,308,2017,55942.0,Occasion,11999.0
Renault,Captur,2019,29940.0,Occasion,13399.0
Peugeot,208,2021,35570.0,Occasion,18799.0
Peugeot,2008,2021,77487.0,Occasion,19299.0
Peugeot,5008,2024,3980.0,Occasion,29499.0
Citroën,C5 Aircross,2021,47740.0,Occasion,17799.0
Citroën,C4,2023,13850.0,Occasion,19399.0
Renault,Kadjar,2021,38852.0,Occasion,18999.0
Citroën,C3 Aircross,2021,43994.0,Occasion,13799.0
Peugeot,3008,2023,10085.0,Occasion,26799.0
Citroën,C3,2021,53730.0,Occasion,11499.0
Volkswagen,Golf 8,2023,10.0,Occasion,33299.0
Peugeot,308,2022,34631.0,Occasion,16999.0
Peugeot,208,2020,59084.0,Occasion,12699.0
Peugeot,5008,2024,10850.0,Occasion,31999.0
Peugeot,2008,2021,77777.0,Occasion,19999.0
Citroën,C5 Aircross,2022,46105.0,Occasion,18999.0
Citroën,C4,2018,68731.0,Occasion,9999.0
Renault,Kadjar,2020,37974.0,Occasion,18499.0
Citroën,C3 Aircross,2024,16394.0,Occasion,17999.0
Peugeot,3008,2024,2553.0,Occasion,30799.0
Citroën,C3,2022,47840.0,Occasion,12799.0
Peugeot,308,2020,61717.0,Occasion,13999.0
Peugeot,208,2023,125.0,Occasion,20999.0
Peugeot,5008,2022,41654.0,Occasion,27199.0
Peugeot,2008,2020,80069.0,Occasion,13399.0
Citroën,C5 Aircross,2022,45200.0,Occasion,22999.0
Citroën,C4,2017,102170.0,Occasion,11299.0
Renault,Kadjar,2017,100975.0,Occasion,13799.0
Citroën,C3 Aircross,2023,20189.0,Occasion,17499.0
Peugeot,3008,2023,11000.0,Occasion,22399.0
Citroën,C3,2022,48160.0,Occasion,12799.0
Volkswagen,Golf 8,2023,21695.0,Occasion,24899.0
Peugeot,308,2022,44621.0,Occasion,25999.0
Peugeot,208,2024,8261.0,Occasion,17499.0
Peugeot,5008,2024,4078.0,Occasion,29499.0
Citroën,C5 Aircross,2021,46551.0,Occasion,16999.0
Peugeot,2008,2024,9611.0,Occasion,23699.0
Citroën,C4,2024,4891.0,Occasion,20399.0
Citroën,C3 Aircross,2019,84740.0,Occasion,11699.0
Peugeot,3008,2024,9163.0,Occasion,30299.0
Citroën,C3,2024,11908.0,Occasion,16399.0
Volkswagen,Golf 8,2023,20855.0,Occasion,28899.0
Peugeot,308,2020,51051.0,Occasion,15999.0
Peugeot,208,2020,53950.0,Occasion,14999.0
Peugeot,5008,2023,28498.0,Occasion,33199.0
Citroën,C5 Aircross,2023,19600.0,Occasion,23399.0
Peugeot,2008,2020,47572.0,Occasion,22299.0
Citroën,C4,2024,12092.0,Occasion,19399.0
Citroën,C3 Aircross,2023,20868.0,Occasion,19199.0
Peugeot,3008,2019,119555.0,Occasion,14999.0
Citroën,C3,2023,4834.0,Occasion,15499.0
Peugeot,308,2018,86305.0,Occasion,11399.0
